Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,Experiment startTime,TotalExperimentTime,TotaltransferTime,totalPrecheckTime,TotalClearTime
1,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,1,False,1717555756.1174579,4599.3245968818665,4576.687717199326,3.3432390000000005
2,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,1,False,1717555756.1174579,996.392706155777,978.3304245471954,2.9882079999999998
3,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,1,False,1717555756.1174579,394.86920642852783,379.84971356391907,3.7312480000000003
4,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,1,False,1717555756.1174579,805.7748622894287,787.3973054885864,4.845806
5,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,1,False,1717555756.1174579,1433.180522441864,1411.3418102264404,4.293515
1,LZ4,testdb_testdb,GIGANTICORDERS,1,False,1717564485.6611927,3495.1887514591217,3475.7842950820923,3.9560639999999996
2,LZ4,testdb_testdb,GIGANTICORDERS,1,False,1717564485.6611927,2825.9727947711945,2809.898271560669,3.8290569999999997
3,LZ4,testdb_testdb,GIGANTICORDERS,1,False,1717564485.6611927,2541.5613808631897,2524.2819283008575,2.800069
4,LZ4,testdb_testdb,GIGANTICORDERS,1,False,1717564485.6611927,2419.90624833107,2403.7056925296783,3.3224850000000004
5,LZ4,testdb_testdb,GIGANTICORDERS,1,False,1717564485.6611927,2892.1580181121826,2876.231304883957,3.0713980000000003
1,LZ4,testdb_testdb,ORDERSWIDE2,1,False,1717579160.4504566,2828.3614189624786,2815.140542984009,2.7359750000000003
2,LZ4,testdb_testdb,ORDERSWIDE2,1,False,1717579160.4504566,2338.0557696819305,2325.5391898155212,3.5104749999999996
3,LZ4,testdb_testdb,ORDERSWIDE2,1,False,1717579160.4504566,2623.7168822288513,2608.7671797275543,3.1910089999999998
4,LZ4,testdb_testdb,ORDERSWIDE2,1,False,1717579160.4504566,2497.83309841156,2485.299339056015,2.677603
5,LZ4,testdb_testdb,ORDERSWIDE2,1,False,1717579160.4504566,2405.482367038727,2393.734699010849,2.485529
1,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,1,False,1717592353.9019942,2623.431476354599,2612.2335081100464,2.681421
2,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,1,False,1717592353.9019942,121.72058701515198,105.9590163230896,2.850599
3,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,1,False,1717592353.9019942,16.693125247955322,0,3.0014439999999993
4,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,1,False,1717592353.9019942,1670.312240600586,1645.6119177341461,2.634322
5,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,1,False,1717592353.9019942,94.71342515945435,83.76851081848145,2.524201
