"Experiment Number","file","limit","compressionType","stream","Experiment startTime","type","Experiment","Timestamp"
"1","ubuntu.iso","1048576","None","1","1705721671.4707599","info","started","1705721671.4708085"
"1","ubuntu.iso","1048576","None","1","1705721671.4707599","info","completed","1705721802.1150959"
"1","ubuntu.iso","1048576","None","3","1705721802.115297","info","started","1705721802.1153157"
"1","ubuntu.iso","1048576","None","3","1705721802.115297","info","completed","1705721945.557555"
"1","ubuntu.iso","1048576","gzip","1","1705721945.5577855","info","started","1705721945.5578032"
"1","ubuntu.iso","1048576","gzip","1","1705721945.5577855","info","completed","1705722232.060883"
"1","ubuntu.iso","1048576","gzip","3","1705722232.0609145","info","started","1705722232.0609322"
"1","ubuntu.iso","1048576","gzip","3","1705722232.0609145","info","completed","1705722379.6651905"
