Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,Experiment startTime,logTime,logType,logLocation,logDescription
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:41.565,DEBUG,<981:MainThread> db_handler.py:280,Table creation returned exit code: 0
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:52.365,INFO,<982:MainThread> column_compatibility_checker.py:97,Source and target table have an equal number of columns (16)
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:52.366,INFO,<982:MainThread> column_compatibility_checker.py:109,Column compatibility check succeeded
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:54.665,INFO,<981:MainThread> column_compatibility_checker.py:97,Source and target table have an equal number of columns (9)
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:54.666,INFO,<981:MainThread> column_compatibility_checker.py:109,Column compatibility check succeeded
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:54.765,INFO,<983:MainThread> column_compatibility_checker.py:97,Source and target table have an equal number of columns (9)
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:12:54.766,INFO,<983:MainThread> column_compatibility_checker.py:109,Column compatibility check succeeded
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:01.971,INFO,<981:MainThread> datasliced_migration.py:165,"Preparing to unload ""DB2INST1"".""ORDERS10""..."
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:01.972,DEBUG,<981:MainThread> datasliced_migration.py:171,"Chunk.000 1,993,416 rows (1 slices)"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:01.972,TRACE,<981:MainThread> logger.py:81,Job.1: 0
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:01.973,TRACE,<981:MainThread> logger.py:81,"UNLOAD: /usr/bin/python3 /usr/local/ibm_migration_platform/db_migr/scenarios/db2_db2/connection/query_script.py SOURCE libdb2.so 206.12.99.99 50000 testdb db2inst1 ***** False CREATE EXTERNAL TABLE '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/b200d7f77d594d0db764c8ba7fc73af1migr.pipe.001' USING ( LOGDIR '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/b200d7f77d594d0db764c8ba7fc73af1' FORMAT 'BINARY' COMPRESS GZIP REMOTESOURCE 'YES'  ) AS SELECT * FROM ""DB2INST1"".""ORDERS10"" WHERE DATASLICEID IN (0) SYSTEM"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:02.166,INFO,<981:MainThread> datasliced_migration.py:101,Starting the transferring process...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:02.167,TRACE,<981:MainThread> logger.py:81,"LOAD: /usr/bin/python3 /usr/local/ibm_migration_platform/db_migr/scenarios/db2_db2/connection/query_script.py TARGET libdb2.so 206.12.91.107 50000 testdb db2inst1 ***** False INSERT INTO (SELECT * FROM ""DB2INST1"".""ORDERS10"" LIMIT 0) SELECT * FROM EXTERNAL '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/b200d7f77d594d0db764c8ba7fc73af1migr.pipe.001' (""O_ORDERKEY"" INTEGER, ""O_CUSTKEY"" INTEGER, ""O_ORDERSTATUS"" CHARACTER(1 OCTETS), ""O_TOTALPRICE"" DECIMAL(10,2), ""O_ORDERDATE"" DATE, ""O_ORDERPRIORITY"" CHARACTER(15 OCTETS), ""O_CLERK"" CHARACTER(15 OCTETS), ""O_SHIPPRIORITY"" INTEGER, ""O_COMMENT"" VARCHAR(79 OCTETS)) USING ( LOGDIR '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/b200d7f77d594d0db764c8ba7fc73af1' FORMAT 'BINARY' COMPRESS GZIP REMOTESOURCE 'YES'  ) SYSTEM"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:38.367,INFO,<982:MainThread> datasliced_migration.py:165,"Preparing to unload ""DB2INST1"".""LINEITEM1""..."
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:38.465,DEBUG,<982:MainThread> datasliced_migration.py:171,"Chunk.000 3,894,493 rows (1 slices)"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:38.466,TRACE,<982:MainThread> logger.py:81,Job.1: 0
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:38.467,TRACE,<982:MainThread> logger.py:81,"UNLOAD: /usr/bin/python3 /usr/local/ibm_migration_platform/db_migr/scenarios/db2_db2/connection/query_script.py SOURCE libdb2.so 206.12.99.99 50000 testdb db2inst1 ***** False CREATE EXTERNAL TABLE '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/3e55b9b52d0645faa221974cfacb993cmigr.pipe.001' USING ( LOGDIR '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/3e55b9b52d0645faa221974cfacb993c' FORMAT 'BINARY' COMPRESS GZIP REMOTESOURCE 'YES'  ) AS SELECT * FROM ""DB2INST1"".""LINEITEM1"" WHERE DATASLICEID IN (0) SYSTEM"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:38.667,INFO,<982:MainThread> datasliced_migration.py:101,Starting the transferring process...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:14:38.765,TRACE,<982:MainThread> logger.py:81,"LOAD: /usr/bin/python3 /usr/local/ibm_migration_platform/db_migr/scenarios/db2_db2/connection/query_script.py TARGET libdb2.so 206.12.91.107 50000 testdb db2inst1 ***** False INSERT INTO (SELECT * FROM ""DB2INST1"".""LINEITEM1"" LIMIT 0) SELECT * FROM EXTERNAL '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/3e55b9b52d0645faa221974cfacb993cmigr.pipe.001' (""L_ORDERKEY"" INTEGER, ""L_PARTKEY"" INTEGER, ""L_SUPPKEY"" INTEGER, ""L_LINENUMBER"" INTEGER, ""L_QUANTITY"" DECIMAL(10,2), ""L_EXTENDEDPRICE"" DECIMAL(10,2), ""L_DISCOUNT"" DECIMAL(10,2), ""L_TAX"" DECIMAL(10,2), ""L_RETURNFLAG"" CHARACTER(1 OCTETS), ""L_LINESTATUS"" CHARACTER(1 OCTETS), ""L_SHIPDATE"" DATE, ""L_COMMITDATE"" DATE, ""L_RECEIPTDATE"" DATE, ""L_SHIPINSTRUCT"" CHARACTER(25 OCTETS), ""L_SHIPMODE"" CHARACTER(10 OCTETS), ""L_COMMENT"" VARCHAR(44 OCTETS)) USING ( LOGDIR '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/3e55b9b52d0645faa221974cfacb993c' FORMAT 'BINARY' COMPRESS GZIP REMOTESOURCE 'YES'  ) SYSTEM"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.765,DEBUG,<981:MainThread> base_migration.py:403,Successful insertions - 206.12.91.107: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.766,DEBUG,<981:MainThread> base_migration.py:405,Successful insertions - total: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.767,DEBUG,<981:MainThread> base_migration.py:128,Successful extractions: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.767,INFO,<981:MainThread> base_migration.py:374,The transfer has finished successfully
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.768,INFO,<981:MainThread> base_migration.py:377,"""DB2INST1"".""ORDERS10"" -> ""DB2INST1"".""ORDERS10"" time: 00:05:40.192"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.768,TRACE,<981:MainThread> logger.py:81,Removing 1 pipes...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,------------------------------------------------------------------------------------------
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.769,INFO,<981:MainThread> base_migration.py:309,Migration summary
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Source object:        ""DB2INST1"".""ORDERS10"""
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Target object:        ""DB2INST1"".""ORDERS10"""
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Object type:          Table
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Success:              True
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Elapsed:              00:05:40.192
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Start time:           2024-08-31 06:09:35.575295
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,End time:             2024-08-31 06:15:15.767476
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:15:15.770,DEBUG,<981:MainThread> base_migration.py:328,Removing /tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/b200d7f77d594d0db764c8ba7fc73af1 ...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:16:00.265,INFO,<983:MainThread> datasliced_migration.py:165,"Preparing to unload ""DB2INST1"".""ORDERS2""..."
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:16:00.266,DEBUG,<983:MainThread> datasliced_migration.py:171,"Chunk.000 15,000,000 rows (1 slices)"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:16:00.266,TRACE,<983:MainThread> logger.py:81,Job.1: 0
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:16:00.266,TRACE,<983:MainThread> logger.py:81,"UNLOAD: /usr/bin/python3 /usr/local/ibm_migration_platform/db_migr/scenarios/db2_db2/connection/query_script.py SOURCE libdb2.so 206.12.99.99 50000 testdb db2inst1 ***** False CREATE EXTERNAL TABLE '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/4e9066aa53af44aa9ce8bccc529c0eabmigr.pipe.001' USING ( LOGDIR '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/4e9066aa53af44aa9ce8bccc529c0eab' FORMAT 'BINARY' COMPRESS GZIP REMOTESOURCE 'YES'  ) AS SELECT * FROM ""DB2INST1"".""ORDERS2"" WHERE DATASLICEID IN (0) SYSTEM"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:16:00.764,INFO,<983:MainThread> datasliced_migration.py:101,Starting the transferring process...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:16:00.766,TRACE,<983:MainThread> logger.py:81,"LOAD: /usr/bin/python3 /usr/local/ibm_migration_platform/db_migr/scenarios/db2_db2/connection/query_script.py TARGET libdb2.so 206.12.91.107 50000 testdb db2inst1 ***** False INSERT INTO (SELECT * FROM ""DB2INST1"".""ORDERS2"" LIMIT 0) SELECT * FROM EXTERNAL '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/4e9066aa53af44aa9ce8bccc529c0eabmigr.pipe.001' (""O_ORDERKEY"" INTEGER, ""O_CUSTKEY"" INTEGER, ""O_ORDERSTATUS"" CHARACTER(1 OCTETS), ""O_TOTALPRICE"" DECIMAL(10,2), ""O_ORDERDATE"" DATE, ""O_ORDERPRIORITY"" CHARACTER(15 OCTETS), ""O_CLERK"" CHARACTER(15 OCTETS), ""O_SHIPPRIORITY"" INTEGER, ""O_COMMENT"" VARCHAR(79 OCTETS)) USING ( LOGDIR '/tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/4e9066aa53af44aa9ce8bccc529c0eab' FORMAT 'BINARY' COMPRESS GZIP REMOTESOURCE 'YES'  ) SYSTEM"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.766,DEBUG,<982:MainThread> base_migration.py:403,Successful insertions - 206.12.91.107: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.767,DEBUG,<982:MainThread> base_migration.py:405,Successful insertions - total: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.768,DEBUG,<982:MainThread> base_migration.py:128,Successful extractions: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.865,INFO,<982:MainThread> base_migration.py:374,The transfer has finished successfully
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.865,INFO,<982:MainThread> base_migration.py:377,"""DB2INST1"".""LINEITEM1"" -> ""DB2INST1"".""LINEITEM1"" time: 00:08:29.970"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.866,TRACE,<982:MainThread> logger.py:81,Removing 1 pipes...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,------------------------------------------------------------------------------------------
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.866,INFO,<982:MainThread> base_migration.py:309,Migration summary
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Source object:        ""DB2INST1"".""LINEITEM1"""
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Target object:        ""DB2INST1"".""LINEITEM1"""
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Object type:          Table
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Success:              True
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Elapsed:              00:08:29.970
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Start time:           2024-08-31 06:09:35.767168
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,End time:             2024-08-31 06:18:04.864963
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:18:04.868,DEBUG,<982:MainThread> base_migration.py:328,Removing /tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/3e55b9b52d0645faa221974cfacb993c ...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.867,DEBUG,<983:MainThread> base_migration.py:403,Successful insertions - 206.12.91.107: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.868,DEBUG,<983:MainThread> base_migration.py:405,Successful insertions - total: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.965,DEBUG,<983:MainThread> base_migration.py:128,Successful extractions: 1/1
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.966,INFO,<983:MainThread> base_migration.py:374,The transfer has finished successfully
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.966,INFO,<983:MainThread> base_migration.py:377,"""DB2INST1"".""ORDERS2"" -> ""DB2INST1"".""ORDERS2"" time: 00:23:44.100"
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.967,TRACE,<983:MainThread> logger.py:81,Removing 1 pipes...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,------------------------------------------------------------------------------------------
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:19.968,INFO,<983:MainThread> base_migration.py:309,Migration summary
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Source object:        ""DB2INST1"".""ORDERS2"""
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Target object:        ""DB2INST1"".""ORDERS2"""
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Object type:          Table
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Success:              True
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Elapsed:              00:23:44.100
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Start time:           2024-08-31 06:09:35.964765
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,End time:             2024-08-31 06:33:19.965866
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:20.067,DEBUG,<983:MainThread> base_migration.py:328,Removing /tmp/db_migr/db_migr-20240831_060520.970241/com.ibm.migration.unload.o3fmulk_/4e9066aa53af44aa9ce8bccc529c0eab ...
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:22.168,INFO,<936:MainThread> migration_runner.py:387,Total time: 1680.7012119293213 (0:28:00)
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:22.170,DEBUG,<936:MainThread> migration_runner.py:504,Migration finished with exit code 0
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:22.170,INFO,<936:MainThread> migration_runner.py:508,Log file: /tmp/db_migr/db_migr-20240831_060520.970241/db_migr-20240831_060521.265999.log
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:22.368,INFO,<936:MainThread> migration_runner.py:513,JSON file: /tmp/db_migr/db_migr-20240831_060520.970241/migration_history_114a7128479f4baeb95868f4178f9b2f/migration_report.json
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:33:22.569,TRACE,<936:MainThread> logger.py:81,Migration executed with the following arguments:
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Explicit arguments:
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Default arguments:
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,IBM db_migr -- log (2024-08-31 06:36:56.167319)
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Version - 1.0.0 (404b0de)
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.170,TRACE,<929:MainThread> logger.py:81,Migration parameters
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Temporary directory:             /tmp/db_migr/db_migr-20240831_063655.870557
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Maximum # of insertion workers:  5
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,"Information format:              [USER, PASSW, DBNAME, PORT, SCHEMA]"
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Source information:              db2inst1 ***** testdb 50000
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Target information:              db2inst1 ***** testdb 50000
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Source hosts:                    ['206.12.99.99']
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Target hosts:                    ['206.12.91.107']
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,Number of tables to transfer:    3
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,,,,
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.170,INFO,<929:MainThread> logger.py:213,Executed Command: /usr/bin/migration_client db2_db2 --shosts 206.12.99.99 --sport 50000 --suser db2inst1 --spass ***** --sdb testdb --thost 206.12.91.107 --tport 50000 --tuser db2inst1 --tpass ***** --tdb testdb --compress GZIP --max-data-streams 5 --binary True --verbose --mv LINEITEM1 LINEITEM1 --mv ORDERS2 ORDERS2 --mv ORDERS10 ORDERS10
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.265,INFO,<929:MainThread> query_executor.py:93,Db2 driver has not been provided by user. Searching in default locations.
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.568,INFO,<929:MainThread> query_executor.py:97,Using db2 driver libdb2.so from system loadable library path
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.569,INFO,<929:MainThread> query_executor.py:93,Db2 driver has not been provided by user. Searching in default locations.
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.569,INFO,<929:MainThread> query_executor.py:97,Using db2 driver libdb2.so from system loadable library path
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.574,INFO,<929:MainThread> prechecks.py:901,Precheck dependencies validated succesfully
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.665,INFO,<929:ThreadPoolExecutor-0_0> prechecks.py:787,Running precheck: PRE: check source port ssl
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.666,INFO,<929:ThreadPoolExecutor-0_1> prechecks.py:787,Running precheck: PRE: check target port ssl
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.667,INFO,<929:ThreadPoolExecutor-0_2> prechecks.py:787,Running precheck: PRE: check if maintenance mode can be enabled
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.668,INFO,<929:ThreadPoolExecutor-0_0> prechecks.py:742,Precheck 'check source port ssl' in stage PRE:  SKIPPED as N/A: No ssl specified in source connection specification
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.765,INFO,<929:ThreadPoolExecutor-0_1> prechecks.py:742,Precheck 'check target port ssl' in stage PRE:  SKIPPED as N/A: No ssl specified in target connection specification
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.765,INFO,<929:ThreadPoolExecutor-0_2> prechecks.py:742,Precheck 'check if maintenance mode can be enabled' in stage PRE:  SKIPPED as N/A: no --maint-mode parameter passed
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.767,DEBUG,<929:ThreadPoolExecutor-0_0> prechecks.py:827,Precheck check source port ssl took 0:00:00.102028
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.768,DEBUG,<929:ThreadPoolExecutor-0_1> prechecks.py:827,Precheck check target port ssl took 0:00:00.101719
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.770,DEBUG,<929:ThreadPoolExecutor-0_2> prechecks.py:827,Precheck check if maintenance mode can be enabled took 0:00:00.102621
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.770,INFO,<929:ThreadPoolExecutor-0_2> prechecks.py:787,Running precheck: PRE: check source port ssl cert
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.771,INFO,<929:ThreadPoolExecutor-0_2> prechecks.py:742,Precheck 'check source port ssl cert' in stage PRE:  SKIPPED as N/A: No ssl specified in source connection specification
7,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1725075509.7304351,06:36:56.771,DEBUG,<929:ThreadPoolExecutor-0_2> prechecks.py:827,Precheck check source port ssl cert took 0:00:00.001044
