Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,Experiment startTime,TotalExperimentTime,TotaltransferTime,totalPrecheckTime,TotalClearTime
1,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725816014.8024995,1758.8522155284882,1725.6919775009155,4.608057,0.5645582675933838
2,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725816014.8024995,692.534353017807,596.627028465271,2.746945,67.35957026481628
3,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725816014.8024995,555.9204156398773,410.72308897972107,3.006744,121.56812381744385
4,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725816014.8024995,364.2773697376251,341.57391023635864,3.1496890000000004,2.402627944946289
5,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725816014.8024995,460.57603001594543,435.5700423717499,5.403278999999999,4.223710060119629
1,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725822846.9673553,1182.7962622642517,1127.7013149261475,4.072214000000001,34.32466793060303
2,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725822846.9673553,663.541600227356,630.3935074806213,4.278187,3.3407816886901855
3,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725822846.9673553,293.9898736476898,233.45053124427795,2.6298230000000005,32.277395725250244
4,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725822846.9673553,253.75392389297485,226.93714904785156,2.9219600000000003,5.225555181503296
5,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725822846.9673553,263.1259551048279,239.55222296714783,2.8174799999999998,4.387370824813843
1,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725828504.17762,1168.287185907364,1147.5726907253265,2.173589,2.62381649017334
2,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725828504.17762,504.09704852104187,480.981467962265,3.0841009999999995,3.0832631587982178
3,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725828504.17762,1061.0149211883545,1034.4886105060577,2.923078,1.7193732261657715
4,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725828504.17762,555.673942565918,397.8824920654297,2.397452,132.73965716362
5,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725828504.17762,518.490513086319,492.0419681072235,6.020533000000001,3.315870761871338
1,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725835311.744109,1417.0720388889313,1260.8029828071594,3.476638,130.08707809448242
2,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725835311.744109,312.51636934280396,247.20565962791443,3.626225,43.15339994430542
3,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725835311.744109,276.1644513607025,247.71415066719055,2.736472,3.371880054473877
4,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725835311.744109,687.4902231693268,662.1979875564575,4.729194,3.1487252712249756
5,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725835311.744109,425.01923060417175,257.84842467308044,2.1905229999999998,144.0601851940155
