Experiment Number,file,limit,compressionType,stream,Experiment startTime,TotalBackupTime,TotaltransferTime,TotalMigrationTime,TotalValidationTime,TotalClearTime,sizeOnTargetMachine,sizeOnLocalMachine,compressionTime,dataTransferTime,readingFileTime,sumsizeOnTargetMachine,maxsizeOnTargetMachine,avgsizeOnTargetMachine,sumsizeOnLocalMachine,maxsizeOnLocalMachine,avgsizeOnLocalMachine,sumcompressionTime,maxcompressionTime,avgcompressionTime,sumdataTransferTime,maxdataTransferTime,avgdataTransferTime,sumreadingFileTime,maxreadingFileTime,avgreadingFileTime
29,exported_ORDERS1.sql,104857600,None,3,1711135902.1539989,0,31.267736434936523,0,0,2.384185791015625e-07,0,0,0,0,0,1914252494.0,638084165.0,638084164.6666666,1914252494.0,638084165.0,638084164.6666666,0.0,0.0,0.0,53.2876353263855,18.872480869293213,17.762545108795166,0.22788619995117188,0.08221554756164551,0.07596206665039062
30,exported_ORDERS1.sql,104857600,None,3,1711135902.1539989,0,43.57529807090759,0,0,0.0,0,0,0,0,0,1914252494.0,638084165.0,638084164.6666666,1914252494.0,638084165.0,638084164.6666666,0.0,0.0,0.0,52.0415985584259,19.926291704177856,17.3471995194753,0.21605968475341797,0.07935190200805664,0.07201989491780598
1,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,68.6680212020874,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.17749691009521,53.48128151893616,53.39249897003174,7.5068323612213135,3.1401360034942627,2.502277453740438,0.20899343490600586,0.07182884216308594,0.06966447830200195
2,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,69.40337681770325,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.78544807434082,53.84605574607849,53.59514935811361,8.269162654876709,4.142791271209717,2.75638755162557,0.21593427658081055,0.07433605194091797,0.07197809219360352
3,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,67.74751496315002,0,0,4.76837158203125e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,159.950767993927,53.575029373168945,53.316922664642334,7.458519220352173,2.892347812652588,2.486173073450724,0.2252655029296875,0.09238696098327637,0.0750885009765625
4,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,67.38612127304077,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.20828342437744,53.56134057044983,53.402761141459145,6.274248123168945,2.3223862648010254,2.091416041056315,0.20847201347351074,0.0737612247467041,0.06949067115783691
5,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,72.48089504241943,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,159.8791856765747,53.56483483314514,53.29306189219157,14.973120212554932,6.50598931312561,4.991040070851644,0.2057638168334961,0.07164359092712402,0.0685879389444987
6,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,75.49270486831665,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.3422040939331,53.72237801551819,53.44740136464437,8.113718748092651,4.247966527938843,2.704572916030884,0.21070075035095215,0.07375240325927734,0.07023358345031738
7,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,70.49695229530334,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.61963438987732,53.83162498474121,53.539878129959106,6.770073652267456,2.5239758491516113,2.2566912174224854,0.21079540252685547,0.07298588752746582,0.07026513417561848
8,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,71.17168378829956,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.42274451255798,53.600276708602905,53.47424817085266,13.126322746276855,4.928125619888306,4.375440915425618,0.22191572189331055,0.07736063003540039,0.07397190729777019
9,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,70.94691252708435,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.09875631332397,53.495837926864624,53.36625210444132,6.514242172241211,2.7726380825042725,2.171414057413737,0.2141706943511963,0.07510185241699219,0.07139023145039876
10,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,69.76150846481323,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.68633913993835,53.84328079223633,53.56211304664612,9.530292987823486,3.2179198265075684,3.1767643292744956,0.22176861763000488,0.07562518119812012,0.07392287254333496
11,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,70.12485480308533,0,0,4.76837158203125e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.22931480407715,53.71257758140564,53.40977160135905,8.174360752105713,3.004596710205078,2.724786917368571,0.20751190185546875,0.0726771354675293,0.06917063395182292
12,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,73.25530648231506,0,0,4.76837158203125e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.4560513496399,53.82537508010864,53.48535044987997,13.471122026443481,6.092190980911255,4.490374008814494,0.21770215034484863,0.08031392097473145,0.07256738344828288
13,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,71.52856469154358,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,161.0863869190216,53.85883450508118,53.69546230634054,11.830956220626831,5.891295671463013,3.943652073542277,0.2095780372619629,0.07284307479858398,0.06985934575398763
14,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,104.0664234161377,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,161.11415886878967,54.185880184173584,53.70471962292989,42.02174997329712,37.967570543289185,14.00724999109904,0.2060990333557129,0.07256293296813965,0.06869967778523763
15,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,80.497722864151,0,0,4.76837158203125e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.63712072372437,53.69994115829468,53.54570690790812,21.555317401885986,13.062629461288452,7.185105800628662,0.20755481719970703,0.07259607315063477,0.06918493906656902
16,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,78.13539171218872,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,161.1847686767578,53.89827489852905,53.72825622558594,9.374204874038696,5.385074138641357,3.124734958012899,0.21647262573242188,0.07785534858703613,0.0721575419108073
17,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,68.39642310142517,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.68849897384644,53.75633764266968,53.56283299128214,8.331651449203491,3.8753883838653564,2.777217149734497,0.21202826499938965,0.0753166675567627,0.07067608833312988
18,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,68.79351830482483,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.78035020828247,54.03965139389038,53.59345006942749,7.348599910736084,2.63611102104187,2.449533303578695,0.2089691162109375,0.07370615005493164,0.0696563720703125
19,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,69.65117716789246,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.16106486320496,53.56483006477356,53.38702162106832,6.9508819580078125,2.5781614780426025,2.316960652669271,0.21701669692993164,0.07573819160461426,0.07233889897664388
20,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,72.94640398025513,0,0,4.76837158203125e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.53374814987183,53.953771114349365,53.51124938329061,12.22166919708252,6.279130697250366,4.07388973236084,0.22672653198242188,0.08944559097290039,0.0755755106608073
21,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,73.30506777763367,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.72711634635925,53.99242568016052,53.575705448786415,15.32362413406372,6.366140365600586,5.107874711354573,0.21058368682861328,0.07387518882751465,0.07019456227620442
22,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,68.12764739990234,0,0,0.0,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.80083632469177,53.84776711463928,53.600278774897255,6.361637353897095,2.3505475521087646,2.1205457846323648,0.2074275016784668,0.07198810577392578,0.06914250055948894
23,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,71.59957218170166,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.8364555835724,53.86921834945679,53.612151861190796,8.63031554222107,4.816406488418579,2.876771847407023,0.21487164497375488,0.07503294944763184,0.07162388165791829
24,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,68.68346357345581,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.6199278831482,54.04148030281067,53.5399759610494,8.24288558959961,3.2112855911254883,2.7476285298665366,0.20668721199035645,0.07153153419494629,0.06889573733011882
25,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,80.85107707977295,0,0,0.0001595020294189453,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.64708423614502,53.655948638916016,53.549028078715004,17.916611433029175,13.965183973312378,5.972203811009725,0.20696282386779785,0.07196426391601562,0.06898760795593262
26,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,74.92573380470276,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,161.18857049942017,54.08985662460327,53.729523499806724,12.194795846939087,7.303792715072632,4.064931948979695,0.21406030654907227,0.07616376876831055,0.07135343551635742
27,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,66.98896169662476,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.56983017921448,53.80232787132263,53.52327672640482,5.488126277923584,1.9450562000274658,1.829375425974528,0.2037982940673828,0.07169747352600098,0.06793276468912761
28,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,71.83523178100586,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,161.281245470047,54.30613684654236,53.760415156682335,10.796480894088745,5.4276275634765625,3.5988269646962485,0.21990752220153809,0.07878756523132324,0.0733025074005127
29,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,69.01291108131409,0,0,4.76837158203125e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,160.08781719207764,53.61545515060425,53.36260573069254,8.38714075088501,3.8445284366607666,2.7957135836283364,0.22484469413757324,0.08718752861022949,0.07494823137919109
30,exported_ORDERS1.sql,104857600,gzip,3,1711137254.2396848,0,106.45465445518494,0,0,2.384185791015625e-07,0,0,0,0,0,502221433.0,167741420.0,167407144.33333334,502221433.0,167741420.0,167407144.33333334,161.16309523582458,53.872711181640625,53.721031745274864,45.89734673500061,37.45116853713989,15.299115578333536,0.2205348014831543,0.0766594409942627,0.07351160049438477
1,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,27.932570457458496,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.633546352386475,2.5528154373168945,2.5445154507954917,36.47800827026367,13.395798206329346,12.15933609008789,0.2177119255065918,0.08224701881408691,0.0725706418355306
2,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,25.3842613697052,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.55619478225708,2.5447449684143066,2.5187315940856934,20.757856845855713,8.621959209442139,6.919285615285237,0.23589015007019043,0.0919497013092041,0.0786300500233968
3,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,26.146296977996826,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.599000692367554,2.55938720703125,2.5330002307891846,19.81736660003662,7.689464092254639,6.605788866678874,0.21849417686462402,0.07896685600280762,0.07283139228820801
4,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,23.71604609489441,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.63294792175293,2.5791449546813965,2.544315973917643,21.433317184448242,8.392012596130371,7.144439061482747,0.23567485809326172,0.1000814437866211,0.07855828603108723
5,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,23.76967430114746,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.753742218017578,2.6634609699249268,2.584580739339193,22.158830165863037,9.765191078186035,7.386276721954346,0.24532318115234375,0.10017275810241699,0.08177439371744792
6,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,28.55424952507019,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.717925548553467,2.6173439025878906,2.5726418495178223,23.31397318840027,10.376451253890991,7.771324396133423,0.21509480476379395,0.07456207275390625,0.07169826825459798
7,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,22.38476300239563,0,0,0.0,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.687793016433716,2.615839719772339,2.562597672144572,22.722733736038208,9.462456941604614,7.574244578679402,0.21788859367370605,0.0798494815826416,0.07262953122456868
8,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,24.636324644088745,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.805196285247803,2.619525909423828,2.601732095082601,25.114909648895264,8.579793691635132,8.371636549631754,0.2175006866455078,0.07730937004089355,0.07250022888183594
9,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,22.272912740707397,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.6452906131744385,2.5785622596740723,2.5484302043914795,21.883521556854248,9.496876001358032,7.294507185618083,0.21815037727355957,0.07561230659484863,0.07271679242451985
10,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,25.807624578475952,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.622763395309448,2.57318115234375,2.540921131769816,22.93831992149353,10.133837461471558,7.646106640497844,0.21455144882202148,0.07523775100708008,0.0715171496073405
11,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,25.209502696990967,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.850413799285889,2.6479334831237793,2.616804599761963,23.617690801620483,10.385629177093506,7.872563600540161,0.23256206512451172,0.08918094635009766,0.07752068837483723
12,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,37.821845293045044,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.587778329849243,2.557577133178711,2.529259443283081,35.46555042266846,22.833542585372925,11.821850140889486,0.20817065238952637,0.07309627532958984,0.06939021746317546
13,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,28.739461183547974,0,0,2.384185791015625e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.611583709716797,2.5663933753967285,2.537194569905599,23.12234330177307,10.868481159210205,7.70744776725769,0.21302175521850586,0.07495880126953125,0.07100725173950195
14,exported_ORDERS1.sql,104857600,lz4,3,1711139616.9837127,0,26.146873235702515,0,0,4.76837158203125e-07,0,0,0,0,0,831374040.0,277941689.0,277124680.0,831374040.0,277941689.0,277124680.0,7.71110987663269,2.598716974258423,2.5703699588775635,24.77420663833618,11.913519620895386,8.258068879445394,0.2157604694366455,0.07344675064086914,0.07192015647888184
