Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,attempt_number,Experiment startTime,TotalExperimentTime,TotaltransferTime,totalPrecheckTime,TotalClearTime,ExperimentStatus
3,LZ4,testdb_testdb,LINEITEM1,5,True,1,1733664902.7784894,1253.870637178421,1229.1728785037994,0,7.870500802993774,True
1,LZ4,testdb_testdb,dummy,5,False,1,1733675901.5504792,2417.7435207366943,2397.247045278549,0,6.548304557800293,True
1,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,False,1,1733675901.5504792,67.35062646865845,0,0,13.759706974029541,False
2,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,False,1,1733675901.5504792,3090.3015325069427,3061.9920887947083,0,12.548812866210938,True
3,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,False,1,1733675901.5504792,3281.8682613372803,3249.0833740234375,0,10.885427474975586,True
1,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,False,2,1733675901.5504792,3160.6135563850403,3140.850777387619,0,2.9613354206085205,True
1,LZ4,testdb_testdb,dummy,5,True,1,1733694519.4320939,2260.110114812851,2231.2808046340942,0,8.938560247421265,True
1,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,True,1,1733694519.4320939,3599.158937692642,3566.333922624588,0,12.432774782180786,True
2,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,True,1,1733694519.4320939,3639.06210565567,3606.7282209396362,0,10.988600015640259,True
3,LZ4,testdb_testdb,ORDERS2_ORDERS10,5,True,1,1733694519.4320939,3283.436315059662,3252.8063809871674,0,11.804026126861572,True
1,LZ4,testdb_testdb,dummy,5,False,1,1733712101.202376,1431.811800479889,1398.9337770938873,0,9.739289283752441,False
1,LZ4,testdb_testdb,dummy,5,False,2,1733712101.202376,3471.9494037628174,2494.6644673347473,0,962.182538986206,True
1,LZ4,testdb_testdb,ORDERSWIDE2,5,False,1,1733712101.202376,60.30964994430542,0,0,11.442843437194824,False
2,LZ4,testdb_testdb,ORDERSWIDE2,5,False,1,1733712101.202376,9307.258742809296,9273.7283847332,0,10.086888313293457,True
3,LZ4,testdb_testdb,ORDERSWIDE2,5,False,1,1733712101.202376,9590.565527677536,9560.171439170837,0,10.998535394668579,True
1,LZ4,testdb_testdb,ORDERSWIDE2,5,False,2,1733712101.202376,10607.270070791245,10573.810305595398,0,2.8666677474975586,True
1,LZ4,testdb_testdb,dummy,5,True,1,1733754970.3721235,829.5530967712402,799.8978862762451,0,10.146302461624146,False
1,LZ4,testdb_testdb,dummy,5,True,2,1733754970.3721235,2681.289588689804,2648.980316400528,0,9.847909450531006,True
1,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1,1733754970.3721235,65.35253047943115,0,0,15.263730764389038,False
2,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1,1733754970.3721235,68.87106537818909,0,0,12.21314787864685,False
3,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1,1733754970.3721235,62.10778570175171,0,0,14.73995590209961,False
1,LZ4,testdb_testdb,ORDERSWIDE2,5,True,2,1733754970.3721235,10098.521261453629,10072.1718044281,0,3.339195728302002,True
2,LZ4,testdb_testdb,ORDERSWIDE2,5,True,2,1733754970.3721235,9515.535749197006,9497.17527461052,0,1.746814489364624,True
3,LZ4,testdb_testdb,ORDERSWIDE2,5,True,2,1733754970.3721235,9412.678328037262,9377.102168560028,0,5.236254930496216,True
1,GZIP,testdb_testdb,dummy,5,False,1,1733799704.2880065,2407.9727725982666,2383.4239399433136,0,8.981563329696655,True
1,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1,1733799704.2880065,4050.9338433742523,4019.098299741745,0,11.577211141586304,True
2,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1,1733799704.2880065,61.207329511642456,0,0,11.100087642669678,False
3,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1,1733799704.2880065,3899.9721989631653,3870.137963294983,0,10.81057357788086,True
2,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,2,1733799704.2880065,4064.5234048366547,4040.3080599308014,0,3.8726847171783447,True
1,GZIP,testdb_testdb,dummy,5,True,1,1733820788.9008894,2352.404321193695,2328.6226654052734,0,7.700525999069214,True
1,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1,1733820788.9008894,3727.2475039958954,3699.526314496994,0,10.76680064201355,True
2,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1,1733820788.9008894,53.59737467765808,0,0,8.832532167434692,False
3,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,1,1733820788.9008894,4331.120769739151,4305.9537143707275,0,10.995873928070068,True
2,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,True,2,1733820788.9008894,3513.8283984661102,3488.6076669692993,0,5.420804262161255,True
1,GZIP,testdb_testdb,dummy,5,False,1,1733841367.1024392,2388.7052597999573,2360.6493561267853,0,11.685210466384888,True
1,GZIP,testdb_testdb,LINEITEM1,5,False,1,1733841367.1024392,1173.5331082344055,1147.9885079860687,0,10.359729051589966,True
2,GZIP,testdb_testdb,LINEITEM1,5,False,1,1733841367.1024392,1246.9236099720001,1223.3625676631927,0,6.993593692779541,True
3,GZIP,testdb_testdb,LINEITEM1,5,False,1,1733841367.1024392,1216.5643908977509,1191.1639144420624,0,9.422022581100464,True
1,GZIP,testdb_testdb,dummy,5,True,1,1733852192.8315597,2110.7811391353607,2084.161476135254,0,9.855671405792236,True
1,GZIP,testdb_testdb,LINEITEM1,5,True,1,1733852192.8315597,1186.1090638637543,1164.3228135108948,0,8.76296329498291,True
2,GZIP,testdb_testdb,LINEITEM1,5,True,1,1733852192.8315597,1263.3199138641357,1233.3346421718597,0,9.233333826065063,True
3,GZIP,testdb_testdb,LINEITEM1,5,True,1,1733852192.8315597,1254.6812090873718,1232.3639633655548,0,8.049147605895996,True
1,GZIP,testdb_testdb,dummy,5,False,1,1733862807.7255895,2357.930436849594,2326.1413769721985,0,10.155192852020264,True
1,GZIP,testdb_testdb,ORDERS2_ORDERS10,5,False,1,1733862807.7255895,3180.187267065048,3152.01598072052,0,11.017419576644897,True
2,GZIP,testdb_testdb,ORDERS2_ORDERS10,5,False,1,1733862807.7255895,3411.700098991394,3382.0906958580017,0,9.163745880126953,True
3,GZIP,testdb_testdb,ORDERS2_ORDERS10,5,False,1,1733862807.7255895,3083.331969022751,3062.503669977188,0,7.884133815765381,True
1,GZIP,testdb_testdb,dummy,5,True,1,1733879640.877995,2149.927435874939,2120.9623816013336,0,8.75694727897644,True
1,GZIP,testdb_testdb,ORDERS2_ORDERS10,5,True,1,1733879640.877995,3134.6085674762726,3106.2281086444855,0,14.296616077423096,True
2,GZIP,testdb_testdb,ORDERS2_ORDERS10,5,True,1,1733879640.877995,3324.654909849167,3298.5894951820374,0,9.794495820999146,True
3,GZIP,testdb_testdb,ORDERS2_ORDERS10,5,True,1,1733879640.877995,3209.2099344730377,3186.4625594615936,0,9.881011724472046,True
1,GZIP,testdb_testdb,dummy,5,False,1,1733896259.2815225,2160.6789503097534,2136.917269229889,0,6.833742141723633,True
1,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1,1733896259.2815225,65.33178663253784,0,0,9.307863473892212,False
1,GZIP,testdb_testdb,ORDERSWIDE2,5,False,2,1733896259.2815225,60.081146478652954,0,0,0.0,False
1,GZIP,testdb_testdb,ORDERSWIDE2,5,False,3,1733896259.2815225,60.08283352851868,0,0,2.384185791015625e-07,False
