Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,Experiment startTime,TotalExperimentTime,TotaltransferTime,totalPrecheckTime,TotalClearTime
1,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1718924070.4081984,1333.1109704971313,1290.268351316452,47.953322,0.6860730648040771
2,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1718924070.4081984,1639.319518327713,1332.5424659252167,74.505749,263.04270815849304
3,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1718924070.4081984,1555.4333610534668,1244.2565333843231,87.41490200000001,243.6985855102539
4,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1718924070.4081984,420.49365520477295,0,94.772485,253.63250017166138
5,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1718924070.4081984,1457.8964064121246,1398.384800195694,120.861364,1.823439359664917
6,GZIP,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,5,False,1718924070.4081984,1716.10972738266,1312.9437906742096,103.188693,346.6046562194824
1,GZIP,testdb_testdb,GIGANTICORDERS,5,False,1718932252.7732933,3855.8352143764496,3459.1315064430237,66.614878,309.74787402153015
2,GZIP,testdb_testdb,GIGANTICORDERS,5,False,1718932252.7732933,4204.91277384758,3416.783394575119,126.77046,739.7841033935547
3,GZIP,testdb_testdb,GIGANTICORDERS,5,False,1718932252.7732933,4451.264447689056,3652.6573939323425,192.880452,738.3772361278534
4,GZIP,testdb_testdb,GIGANTICORDERS,5,False,1718932252.7732933,772.8347239494324,0,98.056634,639.0133469104767
5,GZIP,testdb_testdb,GIGANTICORDERS,5,False,1718932252.7732933,3702.03524017334,3628.380989074707,58.975789999999996,1.610377311706543
6,GZIP,testdb_testdb,GIGANTICORDERS,5,False,1718932252.7732933,4885.419513463974,4081.8480558395386,74.082754,712.5950021743774
1,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1718954185.076499,4780.351548433304,4035.049376964569,84.694278,675.7403655052185
2,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1718954185.076499,895.8021247386932,0,137.251182,745.6107437610626
3,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1718954185.076499,3393.7809727191925,3310.5183923244476,45.542177,1.1148622035980225
4,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1718954185.076499,4326.634871482849,3648.911098718643,85.88581,607.6687841415405
5,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1718954185.076499,4182.790304660797,3478.974120616913,77.736111,648.6093204021454
6,GZIP,testdb_testdb,ORDERSWIDE2,5,False,1718954185.076499,4141.1585030555725,3350.169234752655,93.012,759.0549063682556
