Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,Experiment startTime,TotalExperimentTime,TotaltransferTime,totalPrecheckTime,TotalClearTime
1,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725382269.1056917,865.0295007228851,0,0,4.630155086517334
2,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725382269.1056917,2221.4791457653046,0,0,1.9635837078094482
3,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725382269.1056917,3144.999261379242,2367.5974419116974,232.50685299999998,3.7035326957702637
4,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725382269.1056917,880.7910356521606,0,253.51139399999997,39.1673481464386
5,GZIP,testdb_testdb,GIGANTICORDERS,5,True,1725382269.1056917,1955.5398106575012,0,0,2.2104384899139404
1,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725391386.945667,630.4848034381866,0,212.500654,358.8635640144348
2,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725391386.945667,2858.6409664154053,2081.0009140968323,195.91108899999998,25.200544834136963
3,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725391386.945667,866.5625033378601,0,228.10715300000004,28.43327784538269
4,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725391386.945667,2457.5980899333954,1691.2019398212433,262.00555599999996,1.5001893043518066
5,GZIP,testdb_testdb,ORDERSWIDE2,5,True,1725391386.945667,9.87049674987793,0,0,4.76837158203125e-07
1,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725398260.103726,6.9784276485443115,0,0,2.384185791015625e-07
2,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725398260.103726,8.573505640029907,0,0,2.384185791015625e-07
3,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725398260.103726,5.168916463851929,0,0,0.0
4,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725398260.103726,856.385401725769,0,216.80453200000002,4.886348247528076
5,LZ4,testdb_testdb,GIGANTICORDERS,5,True,1725398260.103726,2118.992753982544,1940.9989051818848,233.798655,1.2015485763549805
1,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725401306.203836,941.0921149253845,0,0,91.94212627410889
2,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725401306.203836,1926.629662513733,0,0,3.4990694522857666
3,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725401306.203836,850.5015580654144,0,0,5.096473932266235
4,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725401306.203836,2236.3063547611237,1469.2999520301819,236.80427,2.1004726886749268
5,LZ4,testdb_testdb,ORDERSWIDE2,5,True,1725401306.203836,1001.2328081130981,0,235.387409,148.05341386795044
