Experiment Number,compress,sourceDatabasetoTargetDatabase,tables,maxStreams,binary,Experiment startTime,TotalExperimentTime,TotaltransferTime,totalPrecheckTime,TotalClearTime
1,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,10,False,1717739305.1857772,252.12700581550598,226.23644495010376,3.2704000000000004,3.578557014465332
2,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,10,False,1717739305.1857772,271.03783917427063,223.03668642044067,4.0763929999999995,18.316407680511475
3,LZ4,testdb_testdb,LINEITEM1_ORDERS2_ORDERS10,10,False,1717739305.1857772,274.4747700691223,237.3107452392578,3.288901,15.455342054367065
1,LZ4,testdb_testdb,GIGANTICORDERS,10,False,1717740105.8263376,1267.7266771793365,1224.2546446323395,3.9050170000000004,19.31091046333313
2,LZ4,testdb_testdb,GIGANTICORDERS,10,False,1717740105.8263376,781.1496105194092,423.74039125442505,2.6686980000000005,334.58262872695923
3,LZ4,testdb_testdb,GIGANTICORDERS,10,False,1717740105.8263376,597.2497990131378,347.0640170574188,3.5626330000000004,230.55437707901
1,LZ4,testdb_testdb,ORDERSWIDE2,10,False,1717742754.9533641,1160.6257371902466,1055.5288627147675,2.9285630000000005,83.79354691505432
2,LZ4,testdb_testdb,ORDERSWIDE2,10,False,1717742754.9533641,601.108274936676,408.11474442481995,3.4820740000000003,170.81453609466553
3,LZ4,testdb_testdb,ORDERSWIDE2,10,False,1717742754.9533641,630.8448796272278,363.38030886650085,5.625869,242.0667552947998
1,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,10,False,1717745150.5333478,4967.105568408966,4765.051084280014,4.44673,172.7006425857544
2,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,10,False,1717745150.5333478,5703.854939699173,5104.31724691391,6.269036999999999,536.7162766456604
3,LZ4,testdb_testdb,GIGANTICORDERS_ORDERSWIDE2,10,False,1717745150.5333478,4086.2124967575073,3588.668117284775,4.315265,451.3766508102417
